Fecha,Comprobante,Cliente,Producto,Cantidad,Importe
2023-09-26,In-00008,Casey Brown,Turrones,9,22
2023-09-26,In-00419,Alex Miller,Turrones,16,40
2023-09-26,In-00451,Quinn Garcia,Frutas confitadas,1,2
2023-09-26,In-00620,Morgan Rodriguez,Marshmallows,16,24
2023-09-26,In-00718,Alex Davis,Chocolate,17,42
2023-09-26,In-00816,Jamie Johnson,Chocolate,19,47
2023-09-26,In-00858,Sam Jones,Frutas confitadas,18,39
2023-09-26,In-01343,Riley Wilson,Paletas,7,5
2023-09-26,In-01423,Jamie Miller,Paletas,19,15
2023-09-26,In-01490,Casey Williams,Caramelos,17,8
2023-09-26,In-01518,Avery Garcia,Bombones,12,36
2023-09-26,In-01649,Quinn Brown,Paletas,15,12
2023-09-26,In-01756,Morgan Johnson,Marshmallows,7,10
2023-09-27,In-00007,Riley Johnson,Chicles,7,2
2023-09-27,In-00081,Jamie Brown,Chicles,18,5
2023-09-27,In-00138,Avery Miller,Chicles,16,4
2023-09-27,In-00159,Taylor Davis,Gomitas,6,7
2023-09-27,In-00180,Alex Smith,Chocolate,10,25
2023-09-27,In-00359,Sam Brown,Chocolate,5,12
2023-09-27,In-00427,Sam Miller,Paletas,8,6
2023-09-27,In-00734,Quinn Rodriguez,Galletas,9,18
2023-09-27,In-01064,Quinn Jones,Chicles,16,4
2023-09-27,In-01419,Taylor Rodriguez,Galletas,18,36
2023-09-27,In-01695,Morgan Jones,Bombones,12,36
2023-09-27,In-01717,Riley Williams,Bombones,16,48
2023-09-27,In-01856,Casey Rodriguez,Paletas,16,12
2023-09-28,In-00125,Jordan Jones,Marshmallows,2,3
2023-09-28,In-00157,Morgan Davis,Frutas confitadas,2,4
2023-09-28,In-00225,Jamie Brown,Bombones,16,48
2023-09-28,In-00248,Avery Johnson,Turrones,17,42
2023-09-28,In-00411,Taylor Williams,Chocolate,9,22
2023-09-28,In-00431,Taylor Jones,Gomitas,3,3
2023-09-28,In-00439,Avery Smith,Galletas,14,28
2023-09-28,In-00442,Taylor Miller,Caramelos,2,1
2023-09-28,In-00495,Jordan Garcia,Paletas,14,11
2023-09-28,In-00530,Sam Johnson,Caramelos,17,8
2023-09-28,In-00620,Avery Wilson,Turrones,13,32
2023-09-28,In-00829,Taylor Williams,Bombones,16,48
2023-09-28,In-00849,Morgan Williams,Gomitas,7,8
2023-09-28,In-00938,Jamie Davis,Turrones,14,35
2023-09-28,In-01142,Casey Jones,Frutas confitadas,14,30
2023-09-28,In-01540,Avery Jones,Galletas,7,14
2023-09-28,In-01720,Morgan Brown,Marshmallows,12,18
2023-09-28,In-01726,Alex Smith,Bombones,12,36
2023-09-29,In-00016,Riley Jones,Chicles,12,3
2023-09-29,In-00057,Taylor Rodriguez,Bombones,15,45
2023-09-29,In-00333,Jamie Rodriguez,Turrones,11,27
2023-09-29,In-00416,Alex Jones,Chicles,7,2
2023-09-29,In-00543,Sam Smith,Paletas,4,3
2023-09-29,In-00636,Quinn Brown,Turrones,18,45
2023-09-29,In-00800,Jamie Garcia,Chicles,1,0
2023-09-29,In-01025,Jamie Williams,Chicles,12,3
2023-09-29,In-01144,Quinn Johnson,Chocolate,8,20
2023-09-29,In-01149,Sam Davis,Chocolate,15,37
2023-09-29,In-01168,Jordan Jones,Paletas,15,12
2023-09-29,In-01180,Casey Wilson,Chicles,8,2
2023-09-29,In-01212,Casey Smith,Paletas,12,9
2023-09-29,In-01216,Avery Williams,Caramelos,18,9
2023-09-29,In-01290,Morgan Smith,Chocolate,4,10
2023-09-29,In-01733,Alex Rodriguez,Paletas,3,2
2023-09-29,In-01749,Alex Rodriguez,Bombones,16,48
2023-09-29,In-01833,Sam Miller,Galletas,8,16
2023-09-29,In-01894,Sam Brown,Gomitas,14,16
2023-09-29,In-01906,Taylor Davis,Caramelos,9,4
2023-09-29,In-01909,Alex Smith,Marshmallows,8,12
2023-09-30,In-00259,Avery Davis,Frutas confitadas,18,39
2023-09-30,In-00403,Avery Miller,Marshmallows,3,4
2023-09-30,In-00531,Sam Davis,Galletas,10,20
2023-09-30,In-00669,Taylor Jones,Chicles,18,5
2023-09-30,In-00696,Morgan Miller,Chicles,9,2
2023-09-30,In-00719,Riley Wilson,Gomitas,3,3
2023-09-30,In-00792,Sam Wilson,Gomitas,9,10
2023-09-30,In-00834,Avery Williams,Galletas,18,36
2023-09-30,In-00960,Jordan Rodriguez,Gomitas,10,12
2023-09-30,In-01146,Quinn Rodriguez,Gomitas,8,9
2023-09-30,In-01366,Taylor Garcia,Bombones,1,3
2023-09-30,In-01435,Morgan Smith,Marshmallows,8,12
2023-09-30,In-01829,Quinn Smith,Galletas,5,10
2023-09-30,In-01910,Alex Miller,Galletas,6,12
2023-09-30,In-01958,Taylor Miller,Chocolate,3,7
2023-09-30,In-01973,Morgan Rodriguez,Chicles,3,0
2023-10-01,In-00115,Taylor Rodriguez,Gomitas,1,1
2023-10-01,In-00510,Taylor Jones,Marshmallows,3,4
2023-10-01,In-00792,Morgan Smith,Marshmallows,15,22
2023-10-01,In-01261,Alex Jones,Chicles,7,2
2023-10-01,In-01496,Sam Garcia,Turrones,9,22
2023-10-01,In-01526,Alex Rodriguez,Paletas,16,12
2023-10-01,In-01610,Jordan Davis,Paletas,16,12
2023-10-01,In-01777,Avery Jones,Caramelos,3,1
2023-10-01,In-01796,Riley Williams,Caramelos,11,5
2023-10-02,In-00032,Riley Miller,Gomitas,7,8
2023-10-02,In-00033,Jamie Brown,Caramelos,9,4
2023-10-02,In-00334,Quinn Wilson,Bombones,5,15
2023-10-02,In-00341,Sam Miller,Chocolate,11,27
2023-10-02,In-00470,Morgan Johnson,Chocolate,7,17
2023-10-02,In-00474,Avery Jones,Caramelos,1,0
2023-10-02,In-01606,Jordan Garcia,Frutas confitadas,12,26
2023-10-02,In-01629,Morgan Miller,Frutas confitadas,3,6
2023-10-02,In-01760,Riley Williams,Gomitas,18,21
2023-10-02,In-01788,Riley Smith,Bombones,10,30
2023-10-02,In-01885,Casey Rodriguez,Gomitas,3,3
2023-10-03,In-00314,Alex Brown,Chicles,8,2
2023-10-03,In-00637,Riley Johnson,Paletas,17,13
2023-10-03,In-00725,Quinn Wilson,Caramelos,8,4
2023-10-03,In-00808,Avery Smith,Turrones,16,40
2023-10-03,In-00848,Casey Rodriguez,Gomitas,11,13
2023-10-03,In-00915,Avery Rodriguez,Bombones,15,45
2023-10-03,In-01122,Riley Smith,Turrones,10,25
2023-10-03,In-01262,Riley Brown,Gomitas,6,7
2023-10-03,In-01414,Morgan Miller,Turrones,2,5
2023-10-03,In-01466,Jordan Williams,Bombones,7,21
2023-10-03,In-01633,Casey Smith,Turrones,9,22
2023-10-03,In-01870,Quinn Brown,Gomitas,2,2
2023-10-04,In-00142,Jordan Wilson,Turrones,11,27
2023-10-04,In-00187,Jamie Johnson,Marshmallows,16,24
2023-10-04,In-00342,Sam Johnson,Paletas,8,6
2023-10-04,In-00460,Quinn Davis,Caramelos,16,8
2023-10-04,In-00563,Morgan Brown,Bombones,10,30
2023-10-04,In-01268,Riley Wilson,Chocolate,3,7
2023-10-04,In-01296,Avery Jones,Turrones,18,45
2023-10-04,In-01405,Taylor Wilson,Chicles,16,4
2023-10-04,In-01589,Jordan Brown,Marshmallows,2,3
2023-10-04,In-01772,Alex Wilson,Turrones,19,47
2023-10-04,In-01839,Quinn Jones,Frutas confitadas,2,4
2023-10-04,In-01895,Taylor Jones,Bombones,12,36
2023-10-05,In-00026,Alex Davis,Chicles,11,3
2023-10-05,In-00053,Morgan Garcia,Paletas,3,2
2023-10-05,In-00102,Riley Rodriguez,Chicles,13,3
2023-10-05,In-00157,Sam Johnson,Gomitas,13,15
2023-10-05,In-00392,Jamie Smith,Marshmallows,18,27
2023-10-05,In-00691,Quinn Miller,Frutas confitadas,14,30
2023-10-05,In-00734,Taylor Rodriguez,Turrones,18,45
2023-10-05,In-00902,Quinn Smith,Turrones,15,37
2023-10-05,In-00906,Jamie Wilson,Paletas,19,15
2023-10-05,In-01242,Sam Johnson,Chicles,1,0
2023-10-05,In-01329,Casey Williams,Paletas,14,11
2023-10-05,In-01691,Alex Davis,Gomitas,3,3
2023-10-05,In-01864,Jamie Rodriguez,Chicles,11,3
2023-10-05,In-01873,Alex Davis,Frutas confitadas,1,2
2023-10-06,In-00019,Morgan Wilson,Gomitas,14,16
2023-10-06,In-00134,Sam Brown,Bombones,17,51
2023-10-06,In-00330,Morgan Brown,Gomitas,2,2
2023-10-06,In-00345,Quinn Williams,Gomitas,16,19
2023-10-06,In-00361,Jamie Johnson,Chicles,17,5
2023-10-06,In-00398,Avery Miller,Galletas,5,10
2023-10-06,In-00535,Alex Brown,Frutas confitadas,2,4
2023-10-06,In-00573,Jamie Wilson,Caramelos,3,1
2023-10-06,In-00665,Alex Jones,Paletas,1,0
2023-10-06,In-00831,Quinn Wilson,Turrones,16,40
2023-10-06,In-00901,Avery Johnson,Turrones,3,7
2023-10-06,In-00934,Morgan Williams,Galletas,15,30
2023-10-06,In-01308,Sam Rodriguez,Bombones,17,51
2023-10-06,In-01438,Alex Williams,Gomitas,14,16
2023-10-06,In-01624,Alex Smith,Galletas,3,6
2023-10-06,In-01766,Alex Wilson,Turrones,11,27
2023-10-06,In-01941,Casey Miller,Gomitas,13,15
2023-10-06,In-01947,Sam Johnson,Marshmallows,7,10
2023-10-07,In-00013,Riley Miller,Gomitas,16,19
2023-10-07,In-00031,Taylor Rodriguez,Marshmallows,16,24
2023-10-07,In-00286,Sam Garcia,Marshmallows,18,27
2023-10-07,In-00575,Alex Rodriguez,Marshmallows,6,9
2023-10-07,In-00695,Avery Rodriguez,Gomitas,17,20
2023-10-07,In-01065,Casey Smith,Marshmallows,5,7
2023-10-07,In-01763,Taylor Davis,Marshmallows,6,9
2023-10-07,In-01815,Quinn Smith,Caramelos,18,9
2023-10-07,In-01959,Quinn Wilson,Paletas,2,1
2023-10-07,In-01975,Casey Jones,Galletas,13,26
2023-10-08,In-00206,Taylor Williams,Galletas,10,20
2023-10-08,In-00383,Jamie Garcia,Chocolate,4,10
2023-10-08,In-00519,Sam Smith,Chocolate,4,10
2023-10-08,In-00653,Casey Williams,Gomitas,2,2
2023-10-08,In-00805,Riley Garcia,Bombones,16,48
2023-10-08,In-00811,Jamie Williams,Caramelos,10,5
2023-10-08,In-00890,Morgan Wilson,Galletas,12,24
2023-10-08,In-01118,Quinn Davis,Paletas,8,6
2023-10-08,In-01186,Casey Wilson,Frutas confitadas,3,6
2023-10-08,In-01476,Jamie Brown,Turrones,19,47
2023-10-08,In-01588,Quinn Johnson,Caramelos,13,6
2023-10-08,In-02000,Sam Rodriguez,Caramelos,11,5
2023-10-09,In-00084,Alex Davis,Gomitas,10,12
2023-10-09,In-00256,Quinn Davis,Chocolate,10,25
2023-10-09,In-00332,Avery Garcia,Paletas,19,15
2023-10-09,In-00377,Jamie Wilson,Chocolate,3,7
2023-10-09,In-00529,Casey Johnson,Chocolate,9,22
2023-10-09,In-00539,Taylor Williams,Frutas confitadas,10,22
2023-10-09,In-00623,Sam Brown,Paletas,14,11
2023-10-09,In-00731,Avery Miller,Frutas confitadas,9,19
2023-10-09,In-01012,Jordan Jones,Marshmallows,2,3
2023-10-09,In-01203,Alex Brown,Chicles,4,1
2023-10-09,In-01263,Taylor Johnson,Paletas,16,12
2023-10-09,In-01522,Taylor Johnson,Chocolate,17,42
2023-10-09,In-01645,Quinn Garcia,Gomitas,2,2
2023-10-09,In-01766,Quinn Davis,Frutas confitadas,3,6
2023-10-09,In-01982,Quinn Johnson,Marshmallows,6,9
2023-10-10,In-00171,Morgan Wilson,Marshmallows,13,19
2023-10-10,In-00266,Quinn Garcia,Galletas,9,18
2023-10-10,In-00303,Riley Rodriguez,Caramelos,19,9
2023-10-10,In-00467,Riley Miller,Galletas,9,18
2023-10-10,In-00585,Alex Jones,Frutas confitadas,4,8
2023-10-10,In-00704,Sam Jones,Chocolate,14,35
2023-10-10,In-00774,Morgan Rodriguez,Chocolate,13,32
2023-10-10,In-00916,Jordan Wilson,Gomitas,17,20
2023-10-10,In-01039,Alex Smith,Frutas confitadas,10,22
2023-10-10,In-01055,Morgan Johnson,Gomitas,4,4
2023-10-10,In-01133,Avery Davis,Paletas,19,15
2023-10-10,In-01141,Avery Rodriguez,Frutas confitadas,17,37
2023-10-10,In-01463,Morgan Rodriguez,Frutas confitadas,19,41
2023-10-10,In-01559,Jamie Davis,Bombones,14,42
2023-10-10,In-01592,Jordan Wilson,Gomitas,16,19
2023-10-10,In-01988,Alex Miller,Chicles,6,1
2023-10-11,In-00442,Sam Wilson,Chicles,7,2
2023-10-11,In-00671,Morgan Davis,Paletas,2,1
2023-10-11,In-00887,Taylor Davis,Caramelos,6,3
2023-10-11,In-00959,Taylor Davis,Paletas,18,14
2023-10-11,In-01036,Quinn Wilson,Chocolate,3,7
2023-10-11,In-01088,Quinn Smith,Chicles,2,0
2023-10-11,In-01097,Alex Brown,Frutas confitadas,8,17
2023-10-11,In-01247,Alex Jones,Gomitas,19,22
2023-10-11,In-01430,Morgan Williams,Frutas confitadas,8,17
2023-10-11,In-01434,Morgan Davis,Bombones,19,57
2023-10-11,In-01592,Avery Jones,Galletas,4,8
2023-10-11,In-01737,Sam Wilson,Chicles,12,3
2023-10-12,In-00118,Sam Jones,Frutas confitadas,11,24
2023-10-12,In-00160,Jordan Rodriguez,Bombones,13,39
2023-10-12,In-00248,Quinn Johnson,Chocolate,17,42
2023-10-12,In-00268,Quinn Smith,Turrones,4,10
2023-10-12,In-00281,Riley Miller,Chicles,12,3
2023-10-12,In-00303,Jordan Johnson,Turrones,5,12
2023-10-12,In-00604,Jamie Smith,Caramelos,8,4
2023-10-12,In-00656,Taylor Smith,Caramelos,10,5
2023-10-12,In-00882,Jordan Williams,Bombones,3,9
2023-10-12,In-00980,Alex Rodriguez,Chicles,11,3
2023-10-12,In-01105,Jordan Jones,Marshmallows,4,6
2023-10-12,In-01288,Sam Smith,Paletas,2,1
2023-10-12,In-01288,Casey Davis,Bombones,4,12
2023-10-12,In-01661,Jamie Miller,Turrones,6,15
2023-10-12,In-01765,Jordan Jones,Bombones,1,3
2023-10-13,In-00078,Riley Smith,Caramelos,14,7
2023-10-13,In-00133,Quinn Davis,Galletas,11,22
2023-10-13,In-00174,Casey Brown,Marshmallows,19,28
2023-10-13,In-00179,Quinn Williams,Chocolate,6,15
2023-10-13,In-00196,Riley Johnson,Galletas,14,28
2023-10-13,In-00499,Morgan Rodriguez,Chicles,5,1
2023-10-13,In-00793,Jordan Williams,Frutas confitadas,10,22
2023-10-13,In-00877,Avery Miller,Gomitas,12,14
2023-10-13,In-00881,Riley Miller,Frutas confitadas,4,8
2023-10-13,In-01012,Alex Wilson,Turrones,17,42
2023-10-13,In-01042,Riley Rodriguez,Chicles,19,5
2023-10-13,In-01140,Sam Wilson,Gomitas,14,16
2023-10-13,In-01198,Sam Davis,Chicles,6,1
2023-10-13,In-01220,Casey Rodriguez,Paletas,19,15
2023-10-13,In-01295,Avery Miller,Bombones,12,36
2023-10-13,In-01474,Taylor Rodriguez,Caramelos,3,1
2023-10-13,In-01536,Taylor Garcia,Paletas,3,2
2023-10-13,In-01611,Jordan Garcia,Gomitas,2,2
2023-10-13,In-01616,Avery Brown,Frutas confitadas,8,17
2023-10-13,In-01638,Jamie Brown,Turrones,13,32
2023-10-13,In-01683,Morgan Miller,Gomitas,7,8
2023-10-13,In-01983,Morgan Rodriguez,Caramelos,7,3
2023-10-14,In-00050,Sam Brown,Chocolate,7,17
2023-10-14,In-00086,Sam Brown,Galletas,2,4
2023-10-14,In-00224,Taylor Jones,Chicles,3,0
2023-10-14,In-00303,Casey Rodriguez,Paletas,14,11
2023-10-14,In-00504,Jamie Miller,Marshmallows,19,28
2023-10-14,In-00526,Sam Miller,Caramelos,18,9
2023-10-14,In-00778,Riley Wilson,Marshmallows,10,15
2023-10-14,In-00941,Jamie Johnson,Frutas confitadas,12,26
2023-10-14,In-00991,Quinn Johnson,Galletas,10,20
2023-10-14,In-01291,Sam Smith,Galletas,3,6
2023-10-14,In-01303,Taylor Johnson,Gomitas,12,14
2023-10-14,In-01395,Alex Williams,Gomitas,18,21
2023-10-14,In-01496,Avery Smith,Marshmallows,15,22
2023-10-14,In-01555,Avery Miller,Caramelos,2,1
2023-10-14,In-01577,Taylor Smith,Marshmallows,5,7
2023-10-14,In-01647,Taylor Miller,Frutas confitadas,10,22
2023-10-14,In-01678,Taylor Davis,Frutas confitadas,2,4
2023-10-14,In-01683,Casey Williams,Chicles,15,4
2023-10-14,In-01817,Casey Wilson,Turrones,17,42
2023-10-14,In-01903,Casey Garcia,Chocolate,18,45
2023-10-15,In-00172,Jordan Wilson,Caramelos,9,4
2023-10-15,In-00183,Jamie Williams,Marshmallows,11,16
2023-10-15,In-00191,Avery Smith,Marshmallows,8,12
2023-10-15,In-00330,Jamie Rodriguez,Caramelos,3,1
2023-10-15,In-00380,Jordan Williams,Frutas confitadas,6,13
2023-10-15,In-00505,Quinn Garcia,Marshmallows,8,12
2023-10-15,In-00697,Taylor Jones,Chocolate,11,27
2023-10-15,In-00787,Avery Rodriguez,Bombones,15,45
2023-10-15,In-00863,Quinn Jones,Frutas confitadas,1,2
2023-10-15,In-00880,Jordan Davis,Turrones,5,12
2023-10-15,In-00894,Morgan Johnson,Turrones,11,27
2023-10-15,In-01302,Jordan Miller,Galletas,1,2
2023-10-15,In-01538,Riley Davis,Frutas confitadas,13,28
2023-10-15,In-01594,Taylor Rodriguez,Marshmallows,19,28
2023-10-15,In-01602,Alex Wilson,Chocolate,7,17
2023-10-15,In-01624,Jordan Rodriguez,Chocolate,15,37
2023-10-15,In-01625,Casey Williams,Galletas,3,6
2023-10-15,In-01899,Sam Williams,Frutas confitadas,15,33
2023-10-15,In-01992,Morgan Smith,Bombones,6,18
2023-10-16,In-00116,Quinn Rodriguez,Chocolate,4,10
2023-10-16,In-00407,Jamie Johnson,Turrones,15,37
2023-10-16,In-00511,Taylor Williams,Caramelos,9,4
2023-10-16,In-00721,Avery Jones,Paletas,5,4
2023-10-16,In-00747,Alex Smith,Paletas,3,2
2023-10-16,In-01740,Riley Smith,Marshmallows,6,9
2023-10-16,In-01851,Jordan Rodriguez,Caramelos,8,4
2023-10-17,In-00003,Sam Smith,Chicles,6,1
2023-10-17,In-00018,Jordan Garcia,Chocolate,18,45
2023-10-17,In-00134,Morgan Davis,Chicles,10,3
2023-10-17,In-00390,Jamie Davis,Chicles,4,1
2023-10-17,In-00468,Jordan Williams,Chicles,6,1
2023-10-17,In-00685,Riley Garcia,Chicles,10,3
2023-10-17,In-00743,Taylor Davis,Turrones,17,42
2023-10-17,In-00853,Casey Wilson,Chocolate,5,12
2023-10-17,In-00934,Avery Rodriguez,Gomitas,19,22
2023-10-17,In-00979,Quinn Smith,Turrones,1,2
2023-10-17,In-01001,Alex Williams,Bombones,16,48
2023-10-17,In-01096,Taylor Miller,Chicles,17,5
2023-10-17,In-01479,Riley Jones,Chocolate,7,17
2023-10-17,In-01483,Quinn Wilson,Chocolate,16,40
2023-10-17,In-01597,Morgan Johnson,Chocolate,9,22
2023-10-17,In-01611,Casey Johnson,Turrones,15,37
2023-10-17,In-01642,Jamie Rodriguez,Turrones,11,27
2023-10-17,In-01918,Taylor Smith,Marshmallows,12,18
2023-10-17,In-01930,Taylor Garcia,Frutas confitadas,15,33
2023-10-18,In-00073,Avery Rodriguez,Turrones,7,17
2023-10-18,In-00164,Jamie Williams,Paletas,8,6
2023-10-18,In-00197,Quinn Garcia,Chocolate,1,2
2023-10-18,In-00241,Avery Williams,Paletas,7,5
2023-10-18,In-00272,Alex Johnson,Bombones,15,45
2023-10-18,In-00537,Jamie Miller,Marshmallows,18,27
2023-10-18,In-00588,Quinn Jones,Turrones,10,25
2023-10-18,In-00656,Riley Miller,Marshmallows,6,9
2023-10-18,In-00694,Avery Miller,Caramelos,16,8
2023-10-18,In-00938,Avery Jones,Paletas,3,2
2023-10-18,In-01089,Quinn Rodriguez,Gomitas,11,13
2023-10-18,In-01242,Avery Johnson,Chocolate,2,5
2023-10-18,In-01410,Morgan Davis,Turrones,14,35
2023-10-18,In-01494,Alex Johnson,Chicles,14,4
2023-10-18,In-01928,Riley Jones,Paletas,4,3
2023-10-18,In-01947,Morgan Garcia,Turrones,16,40
2023-10-19,In-00019,Morgan Brown,Galletas,15,30
2023-10-19,In-00046,Morgan Miller,Chocolate,17,42
2023-10-19,In-00122,Taylor Johnson,Gomitas,11,13
2023-10-19,In-00507,Alex Jones,Chicles,6,1
2023-10-19,In-00510,Alex Brown,Paletas,18,14
2023-10-19,In-00589,Jamie Williams,Caramelos,10,5
2023-10-19,In-00926,Casey Garcia,Turrones,6,15
2023-10-19,In-01009,Avery Davis,Chocolate,10,25
2023-10-19,In-01015,Sam Miller,Bombones,11,33
2023-10-19,In-01016,Casey Johnson,Chocolate,16,40
2023-10-19,In-01105,Taylor Brown,Frutas confitadas,5,11
2023-10-19,In-01311,Riley Smith,Chocolate,9,22
2023-10-19,In-01409,Sam Johnson,Paletas,13,10
2023-10-19,In-01626,Taylor Smith,Chocolate,5,12
2023-10-19,In-01866,Avery Johnson,Frutas confitadas,11,24
2023-10-19,In-01887,Sam Brown,Paletas,16,12
2023-10-20,In-00056,Morgan Miller,Frutas confitadas,13,28
2023-10-20,In-00205,Jordan Smith,Chocolate,13,32
2023-10-20,In-00232,Taylor Jones,Marshmallows,12,18
2023-10-20,In-00367,Jordan Wilson,Chocolate,5,12
2023-10-20,In-00853,Sam Jones,Gomitas,6,7
2023-10-20,In-01038,Jordan Williams,Turrones,18,45
2023-10-20,In-01236,Avery Wilson,Turrones,3,7
2023-10-20,In-01449,Casey Smith,Chocolate,19,47
2023-10-20,In-01676,Alex Johnson,Bombones,11,33
2023-10-21,In-00007,Sam Miller,Paletas,8,6
2023-10-21,In-00084,Alex Miller,Galletas,19,38
2023-10-21,In-00135,Jamie Rodriguez,Bombones,5,15
2023-10-21,In-00367,Riley Miller,Bombones,9,27
2023-10-21,In-00411,Alex Brown,Caramelos,14,7
2023-10-21,In-00430,Casey Johnson,Chocolate,3,7
2023-10-21,In-00645,Casey Miller,Turrones,15,37
2023-10-21,In-00692,Riley Brown,Bombones,13,39
2023-10-21,In-00806,Quinn Garcia,Gomitas,2,2
2023-10-21,In-00880,Riley Miller,Galletas,4,8
2023-10-21,In-00917,Jordan Wilson,Chicles,11,3
2023-10-21,In-01357,Riley Davis,Frutas confitadas,16,35
2023-10-21,In-01382,Sam Miller,Turrones,18,45
2023-10-21,In-01443,Taylor Rodriguez,Gomitas,10,12
2023-10-21,In-01472,Jamie Rodriguez,Bombones,8,24
2023-10-21,In-01611,Riley Smith,Chocolate,13,32
2023-10-21,In-01633,Taylor Brown,Caramelos,14,7
2023-10-21,In-01668,Quinn Johnson,Turrones,11,27
2023-10-22,In-00146,Taylor Miller,Caramelos,18,9
2023-10-22,In-00261,Riley Wilson,Caramelos,1,0
2023-10-22,In-00364,Quinn Johnson,Galletas,15,30
2023-10-22,In-00485,Casey Johnson,Frutas confitadas,15,33
2023-10-22,In-00682,Casey Rodriguez,Paletas,18,14
2023-10-22,In-00696,Jordan Wilson,Gomitas,8,9
2023-10-22,In-00798,Alex Wilson,Frutas confitadas,11,24
2023-10-22,In-00863,Avery Garcia,Bombones,19,57
2023-10-22,In-01143,Taylor Miller,Chocolate,3,7
2023-10-22,In-01416,Quinn Brown,Paletas,18,14
2023-10-22,In-01442,Jordan Wilson,Caramelos,1,0
2023-10-22,In-01670,Riley Wilson,Paletas,5,4
2023-10-22,In-01741,Riley Brown,Chicles,4,1
2023-10-22,In-01910,Casey Johnson,Frutas confitadas,12,26
2023-10-22,In-01933,Riley Rodriguez,Chicles,13,3
2023-10-23,In-00076,Alex Miller,Gomitas,17,20
2023-10-23,In-00138,Sam Williams,Gomitas,18,21
2023-10-23,In-00451,Sam Jones,Frutas confitadas,6,13
2023-10-23,In-00603,Quinn Miller,Frutas confitadas,2,4
2023-10-23,In-00649,Morgan Davis,Caramelos,7,3
2023-10-23,In-00720,Jordan Davis,Marshmallows,15,22
2023-10-23,In-00951,Casey Miller,Bombones,15,45
2023-10-23,In-01002,Taylor Garcia,Galletas,9,18
2023-10-23,In-01142,Taylor Jones,Chocolate,14,35
2023-10-23,In-01160,Riley Brown,Paletas,16,12
2023-10-23,In-01215,Alex Garcia,Turrones,15,37
2023-10-23,In-01341,Riley Garcia,Chocolate,13,32
2023-10-23,In-01652,Sam Smith,Marshmallows,11,16
2023-10-23,In-01686,Quinn Davis,Caramelos,4,2
2023-10-23,In-01784,Alex Brown,Caramelos,18,9
2023-10-23,In-01850,Sam Wilson,Chocolate,2,5
2023-10-23,In-01893,Riley Johnson,Marshmallows,5,7
2023-10-23,In-01943,Sam Miller,Caramelos,17,8
2023-10-24,In-00062,Alex Wilson,Paletas,9,7
2023-10-24,In-00242,Sam Wilson,Gomitas,13,15
2023-10-24,In-00287,Jamie Brown,Paletas,8,6
2023-10-24,In-00345,Alex Miller,Galletas,14,28
2023-10-24,In-00874,Alex Smith,Frutas confitadas,16,35
2023-10-24,In-00974,Taylor Wilson,Marshmallows,7,10
2023-10-24,In-01424,Alex Brown,Caramelos,16,8
2023-10-24,In-01558,Casey Williams,Gomitas,5,6
2023-10-24,In-01682,Sam Davis,Turrones,1,2
2023-10-24,In-01817,Jordan Miller,Bombones,18,54
2023-10-24,In-01866,Quinn Williams,Caramelos,18,9
2023-10-24,In-01889,Jamie Smith,Chicles,13,3
2023-10-24,In-01948,Avery Williams,Turrones,9,22
2023-10-25,In-00239,Quinn Jones,Gomitas,8,9
2023-10-25,In-00403,Casey Johnson,Frutas confitadas,17,37
2023-10-25,In-00521,Quinn Miller,Caramelos,5,2
2023-10-25,In-00634,Quinn Miller,Paletas,17,13
2023-10-25,In-00782,Alex Smith,Bombones,3,9
2023-10-25,In-00937,Riley Garcia,Frutas confitadas,12,26
2023-10-25,In-00995,Jamie Miller,Paletas,8,6
2023-10-25,In-01040,Taylor Johnson,Bombones,1,3
2023-10-25,In-01205,Riley Smith,Chicles,2,0
2023-10-25,In-01256,Quinn Johnson,Frutas confitadas,8,17
2023-10-25,In-01287,Casey Miller,Caramelos,16,8
2023-10-25,In-01355,Alex Smith,Chocolate,16,40
2023-10-25,In-01408,Quinn Wilson,Turrones,18,45
2023-10-25,In-01494,Jamie Wilson,Bombones,2,6
2023-10-25,In-01804,Alex Williams,Frutas confitadas,6,13
2023-10-26,In-00389,Morgan Smith,Bombones,15,45
2023-10-26,In-00606,Sam Brown,Caramelos,13,6
2023-10-26,In-00770,Casey Garcia,Chocolate,2,5
2023-10-26,In-00891,Riley Jones,Frutas confitadas,14,30
2023-10-26,In-01031,Casey Johnson,Galletas,16,32
2023-10-26,In-01050,Morgan Rodriguez,Chicles,11,3
2023-10-26,In-01137,Sam Davis,Bombones,12,36
2023-10-26,In-01255,Riley Miller,Caramelos,9,4
2023-10-26,In-01283,Avery Williams,Frutas confitadas,7,15
2023-10-26,In-01620,Taylor Garcia,Marshmallows,16,24
2023-10-26,In-01900,Quinn Rodriguez,Galletas,4,8
2023-10-27,In-00198,Taylor Johnson,Marshmallows,6,9
2023-10-27,In-00225,Quinn Johnson,Gomitas,9,10
2023-10-27,In-00600,Jordan Miller,Frutas confitadas,13,28
2023-10-27,In-00678,Alex Smith,Turrones,6,15
2023-10-27,In-01038,Avery Wilson,Bombones,6,18
2023-10-27,In-01414,Morgan Rodriguez,Caramelos,5,2
2023-10-27,In-01449,Avery Davis,Caramelos,14,7
2023-10-27,In-01542,Riley Williams,Bombones,16,48
2023-10-28,In-00146,Quinn Rodriguez,Paletas,17,13
